video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
Open turn technique ｜ Breastroke turn ｜ Butterfly turn ｜ Individual Medley turns.mp4,turn_touch,competition,touch,133.47,0.524,0.0839,0.377,0.77,128.4185,46.0273,1.08,137.3342,39.0274,2.1,95.4598,54.5854,1.13,108.4624,51.7162,1.32,58.3904,61.965,1.55,48.7923,26.9151,0.07,129.9961,47.5081,1.29,0.0694,0.0662,0.0002,64.5732,25.9102,0.68,0.0395,0.0385,0.0001,32.671,32.7504,0.01,30.4015,31.8102,0.04,0.1105,0.0884,0.0002,0.0727,0.0939,0.0001,0.079,0.0652,0.0026,14.5416,20.279,-0.0286,15.1507,21.4357,-0.3713,13.1024,18.2109,0.4299,12.6306,17.628,0.2878,0.0343,0.0367,0.0,0.0347,0.0382,0.0
5 skills to learn the basics of backstroke.mp4,tutorial_backstroke,technique,backstroke,185.39,0.712,0.1706,0.345,0.686,116.131,51.2637,1.05,122.1589,47.5733,2.68,46.0287,45.8491,0.49,52.2582,50.5363,0.43,60.4207,57.3086,1.63,40.4396,25.7048,0.15,146.1916,40.9489,1.46,0.066,0.0591,0.0,60.5879,25.5622,0.02,0.0447,0.037,0.0,36.0238,34.2763,0.03,28.2385,32.6069,0.09,0.0882,0.0781,0.0005,0.0683,0.0863,0.0,0.0762,0.0579,0.0017,17.4233,26.3728,0.4588,16.9551,26.4456,-0.0023,14.4909,32.8375,-0.092,14.3174,32.8156,0.3029,0.0742,0.0588,0.0,0.0694,0.056,0.0
Backstroke Swimming Drills ｜ Learn Backstroke Swimming Exercises ｜ 5 Best Backstroke Swimming Drills.mp4,tutorial_backstroke,technique,backstroke,280.83,0.812,0.1703,0.389,0.598,131.3541,49.1353,1.47,133.3963,48.0078,2.42,70.7077,60.492,0.58,68.7449,60.5633,0.45,61.8964,47.0015,0.98,35.6328,24.452,0.04,129.9123,52.8671,0.63,0.0585,0.0537,0.0,53.8959,26.4629,0.04,0.0334,0.0301,0.0,32.7214,35.2107,0.0,35.1372,41.7423,0.07,0.1308,0.1156,0.0001,0.0785,0.0823,0.0,0.0752,0.0539,0.0018,14.6185,25.8385,0.1708,14.5371,25.4088,0.0531,13.4926,23.8275,0.041,13.4469,22.9952,-0.9067,0.0848,0.0609,0.0,0.0823,0.063,0.0
Backstroke Swimming Technique ｜ Stroke.mp4,tutorial_backstroke,technique,backstroke,95.0,0.632,0.1573,0.363,0.437,113.6998,54.5555,0.89,112.5419,57.2883,1.43,63.0332,52.6784,0.76,58.2677,49.5732,0.28,78.3036,58.2952,2.2,39.8093,25.6328,0.26,133.1892,56.6361,0.95,0.0762,0.0705,0.0001,58.5654,25.6767,0.44,0.0446,0.0409,0.0008,42.5391,40.152,0.0,27.6419,27.0484,0.29,0.1901,0.2797,0.0004,0.0555,0.0716,0.0001,0.0951,0.0841,0.003,15.47,22.5785,0.838,15.2976,22.3775,-0.3996,14.9608,27.1056,-0.1881,15.136,27.3696,0.8329,0.1573,0.2232,0.0,0.1695,0.2434,0.0
"Effortless Swimming's Butterfly, Backstroke & Breaststroke Clinics.mp4",tutorial_backstroke,technique,backstroke,15.8,0.57,0.1,0.25,0.45,133.7088,49.3069,21.58,138.8062,35.9472,11.55,113.419,53.1546,3.23,142.0062,39.2553,39.32,21.223,35.0509,1.83,41.7552,20.1257,5.58,121.2252,39.5058,4.06,0.0226,0.0181,0.0,58.168,28.3765,0.03,0.0136,0.0106,0.0,36.425,39.0947,0.04,33.0024,41.3728,1.44,0.0667,0.0319,0.0037,0.031,0.0279,0.0016,0.0276,0.0186,0.0045,29.7188,27.334,5.2169,29.7593,27.5747,5.3103,28.3353,20.7004,4.5513,27.5886,19.6403,6.3354,0.0442,0.0394,0.0,0.0282,0.0239,0.0
High Shoulder...Not High Elbow？ ｜ Freestyle Catch.mp4,tutorial_backstroke,technique,backstroke,271.0,0.878,0.1258,0.451,0.943,125.6345,58.7418,0.41,131.367,52.5776,1.23,39.4476,43.6287,0.24,45.2735,44.3831,1.28,96.5002,43.5009,1.17,17.5824,24.3377,0.01,161.6247,30.4475,0.73,0.0451,0.0445,0.0001,23.2592,28.2353,0.03,0.0196,0.0215,0.0,37.5069,45.746,0.01,19.3357,31.67,0.0,0.183,0.2033,0.0002,0.3229,0.2239,0.0,0.2157,0.1268,0.0021,5.5931,13.934,0.9441,4.5739,13.5604,-0.2357,7.8023,14.3331,0.8316,7.7796,15.02,-0.1569,0.0605,0.1393,0.0,0.0643,0.1395,0.0
How to do a backstroke flipturn. Improve your swimming technique.mp4,tutorial_backstroke,technique,backstroke,154.58,0.395,0.1343,0.362,0.461,117.727,45.9645,2.28,131.0809,47.4863,2.67,99.984,65.5665,0.84,83.3328,61.3008,0.26,68.0963,49.9439,2.21,35.5701,26.5665,0.07,152.0541,39.6476,0.72,0.0764,0.0671,0.0002,54.4644,25.3834,1.41,0.0301,0.0224,0.0001,39.5066,36.0706,0.03,41.1718,48.0735,0.27,0.4287,0.6349,0.0004,0.0421,0.0438,0.0001,0.1213,0.129,0.0015,12.9359,25.4855,0.6483,12.729,25.7818,-1.0096,13.6469,21.4154,0.1382,14.1639,21.685,-0.0554,0.0948,0.152,0.0,0.0971,0.157,0.0
How to Swim Backstroke For Beginners.mp4,tutorial_backstroke,technique,backstroke,518.64,0.657,0.1594,0.371,0.683,114.9598,53.9225,0.28,113.9168,57.2901,0.3,56.3551,52.3944,0.43,54.2084,50.1994,0.54,79.7253,56.1967,1.2,26.1819,24.5243,0.01,134.1017,56.158,0.72,0.0434,0.0479,0.0,39.9416,31.5098,0.04,0.0257,0.027,0.0,46.5466,44.3942,0.03,28.2905,34.8396,0.0,0.1447,0.1462,0.0001,0.1022,0.1037,0.0,0.0969,0.0693,0.0007,12.8331,28.184,0.1267,12.2838,28.1011,-0.368,12.4716,27.812,-60.4793,12.3396,28.0119,-0.636,0.0883,0.1235,0.0,0.088,0.1265,0.0
How To Swim Backstroke ｜ Technique For Back Crawl Swimming.mp4,tutorial_backstroke,technique,backstroke,300.8,0.559,0.1393,0.356,0.692,135.1434,47.4276,1.69,129.5919,45.5881,3.67,49.0526,49.7876,0.76,46.356,49.36,0.59,70.1347,59.3226,1.46,31.1515,26.2298,0.01,153.7628,37.7722,0.55,0.0342,0.0394,0.0,47.979,33.8002,0.0,0.0233,0.0221,0.0001,35.4836,36.6886,0.03,24.1457,33.3684,0.01,0.1049,0.0939,0.0002,0.089,0.1052,0.0,0.091,0.0798,0.0005,22.0235,58.5014,0.2268,21.6268,58.8732,0.4559,24.7798,64.7117,0.3228,24.5438,65.8221,1.4187,0.0542,0.0751,0.0,0.0521,0.0734,0.0
How to swim： Backstroke.mp4,tutorial_backstroke,technique,backstroke,171.0,1.07,0.2034,0.413,0.872,132.8728,46.4221,1.02,138.8833,45.5107,1.75,58.5134,52.5078,0.78,67.3671,55.1868,0.7,32.0883,44.103,1.81,33.0429,20.7763,0.01,151.9844,33.5308,2.38,0.0514,0.0412,0.0,67.2452,21.2357,0.11,0.0319,0.0229,0.0,29.9747,31.7148,0.02,39.4974,41.9185,0.04,0.075,0.0795,0.0001,0.0699,0.0763,0.0,0.0556,0.0408,0.001,21.1088,33.2404,1.9661,21.1706,33.3753,2.5541,17.9656,30.4249,1.5302,17.7763,31.6107,0.6093,0.0673,0.0556,0.0,0.0661,0.0517,0.0
Learn How to Swim Backstroke in 30 Seconds!.mp4,tutorial_backstroke,technique,backstroke,26.19,1.222,0.2093,0.446,0.721,90.7733,55.1797,4.01,122.3367,56.9522,1.64,89.9784,43.7358,2.14,70.7053,40.4891,3.42,23.4651,37.8338,1.59,44.214,12.5568,13.87,153.5119,43.1294,1.57,0.0912,0.0611,0.0004,73.5807,18.1887,4.11,0.0427,0.0285,0.0,74.8654,53.9978,1.52,42.1509,32.3585,0.11,0.0865,0.1105,0.0002,0.1218,0.1078,0.0002,0.0939,0.0603,0.0022,19.5859,37.4399,1.2961,18.065,33.7192,0.6411,17.863,33.893,0.3516,17.0914,36.6816,-0.5315,0.0453,0.0315,0.0,0.0551,0.0514,0.0
Olympic Swimmer Shares BACKSTROKE Secrets.mp4,tutorial_backstroke,technique,backstroke,455.6,0.724,0.1254,0.365,0.948,119.6354,48.2918,0.48,130.639,59.2046,0.23,16.2002,26.2945,0.12,23.7047,32.8671,0.16,92.3782,27.1048,1.85,13.8978,11.8353,0.01,170.9769,23.2944,0.31,0.0281,0.0307,0.0,10.9721,20.1042,0.0,0.0168,0.016,0.0,47.5848,44.5839,0.01,12.1427,23.4448,0.0,0.2654,0.2068,0.0002,0.2674,0.1842,0.0003,0.3035,0.0986,0.0019,4.5878,13.4877,1.0885,3.8368,13.6568,0.1605,5.8772,11.6853,-0.4745,5.6702,11.9577,-0.7683,0.089,0.2054,0.0,0.087,0.2065,0.0
가장 쉽고 빠르게 배영 잘하는 방법 -1- #28.mp4,tutorial_backstroke,technique,backstroke,190.33,0.699,0.1935,0.396,0.451,137.0971,36.8298,4.39,137.0993,37.118,6.79,40.6008,38.901,0.83,40.5789,35.043,1.29,25.5462,36.525,2.84,36.3933,22.2658,0.56,148.944,36.247,0.73,0.0161,0.0169,0.0,58.051,26.3811,0.12,0.009,0.0084,0.0,28.33,31.5209,0.01,18.5621,22.2239,0.01,0.0498,0.0465,0.0001,0.0173,0.0255,0.0,0.0199,0.0195,0.0007,57.7448,71.485,2.7394,57.2828,71.6365,3.0166,49.5287,58.0898,1.1606,48.7751,57.6099,0.2839,0.041,0.0303,0.0,0.0378,0.0311,0.0
배영 기초 2. 배영 발차기(정석)⧸양 손 돌리기⧸ 물 안먹는 방법.mp4,tutorial_backstroke,technique,backstroke,384.05,1.114,0.1883,0.459,0.888,141.2764,43.128,1.02,143.1522,39.2664,1.89,75.2675,61.7787,0.54,83.7721,63.004,0.56,57.4507,55.4861,1.2,33.2918,22.4117,0.01,145.9843,45.5,0.47,0.0527,0.0435,0.0,59.3417,24.9774,0.04,0.0355,0.0261,0.0,30.3101,34.7838,0.01,49.6495,55.0912,0.03,0.1089,0.1005,0.0001,0.0819,0.0823,0.0001,0.0627,0.0414,0.0006,15.4302,36.3263,0.5618,15.2052,36.2421,-0.2211,13.5508,25.7968,0.5193,13.2909,26.1239,0.1773,0.0617,0.0497,0.0,0.0624,0.0511,0.0
Adam Peaty Top Tips： Breaststroke catch.mp4,tutorial_breaststroke,technique,breaststroke,40.4,0.619,0.1475,0.309,0.601,133.0119,36.0031,2.2,144.8729,34.5175,20.03,56.2043,61.5463,0.8,54.677,63.3156,1.62,98.2076,44.8681,2.41,12.6011,19.7298,0.02,146.5882,45.8254,1.93,0.0249,0.0231,0.0001,21.7955,25.9813,0.03,0.0185,0.0162,0.0001,24.7262,25.2182,0.47,12.3711,18.898,0.03,0.1602,0.1408,0.0081,0.0816,0.0515,0.0021,0.1074,0.0529,0.0027,9.4784,16.743,3.1975,9.2255,17.4664,2.169,7.5599,10.7767,1.7671,7.3959,10.8903,0.9143,0.1239,0.1058,0.0,0.1285,0.1106,0.0
Adam Peaty's Breaststroke Kick Timing.mp4,tutorial_breaststroke,technique,breaststroke,191.46,0.151,0.1317,0.267,0.164,120.7597,54.5889,3.09,113.0359,55.7915,1.01,60.1822,55.9209,0.53,68.1791,57.7179,1.56,80.6059,56.5065,2.68,46.5147,27.0368,0.94,131.4978,52.4311,1.29,0.0637,0.056,0.0,63.0171,23.7277,0.18,0.0367,0.0316,0.0003,33.7098,34.0701,0.18,23.6406,25.1755,0.2,0.0871,0.0758,0.0,0.048,0.0617,0.0002,0.0708,0.0543,0.0025,20.5589,29.5032,1.3932,20.2839,29.6421,1.7633,17.4965,30.1901,0.7475,17.7556,31.2553,0.3071,0.0725,0.0614,0.0,0.0744,0.0615,0.0
Breastroke Drills.mp4,tutorial_breaststroke,technique,breaststroke,189.5,0.074,0.1429,0.375,0.044,133.7089,45.3781,2.1,131.4748,45.1686,18.54,60.8118,53.3834,0.88,57.8593,54.8717,1.66,40.5954,40.9229,1.86,42.0362,26.8065,2.1,126.2721,59.2646,4.5,0.0345,0.0261,0.0003,53.3871,27.5644,0.31,0.02,0.0133,0.0008,30.7188,31.8877,0.25,21.4532,22.2187,0.13,0.0823,0.0761,0.0008,0.0578,0.0555,0.0006,0.0534,0.0433,0.0043,21.1395,26.0181,2.1627,20.9372,25.8552,2.9503,13.0396,18.5691,1.1726,13.3298,18.9667,1.5732,0.0726,0.0377,0.0,0.0697,0.0355,0.0
Breaststroke Kick Drills #swimmingtips.mp4,tutorial_breaststroke,technique,breaststroke,186.02,0.376,0.1566,0.501,0.326,111.2785,54.7626,1.35,107.1161,57.4585,1.25,82.7594,53.4968,0.93,78.793,53.8983,1.11,62.265,49.8716,1.75,39.4085,23.8483,0.5,96.3944,57.0931,0.94,0.0555,0.0496,0.0002,53.2795,26.1764,0.52,0.0337,0.0303,0.0003,39.8668,38.268,0.06,22.862,23.8777,0.07,0.1727,0.2119,0.0001,0.0572,0.062,0.0,0.0743,0.0561,0.0027,15.7308,24.6562,1.1193,15.7225,25.1566,1.4626,11.9722,17.957,0.6127,12.0278,18.4644,0.739,0.0798,0.0647,0.0,0.0698,0.065,0.0
Breaststroke swimming： SECRET TIPS.mp4,tutorial_breaststroke,technique,breaststroke,314.8,0.515,0.1137,0.299,0.647,124.8292,46.4802,1.57,121.0626,48.3749,0.65,75.0654,52.1008,0.31,77.6271,51.4145,0.56,53.1232,51.5296,1.43,36.5831,25.3429,0.04,128.2043,49.508,0.99,0.0382,0.0396,0.0,47.6806,28.1101,0.01,0.0228,0.0241,0.0,30.4784,30.2907,0.02,26.2164,26.9566,0.01,0.1043,0.0967,0.0001,0.0746,0.0712,0.0002,0.0613,0.0456,0.0011,18.9118,39.0216,1.2605,18.8592,37.9868,-0.0642,18.7833,41.4114,0.6222,18.8553,41.5373,0.9764,0.0749,0.0751,0.0,0.0746,0.0753,0.0
How To Do Breastroke Kick.mp4,tutorial_breaststroke,technique,breaststroke,81.4,0.209,0.0748,0.303,0.336,141.1839,43.7804,4.53,137.3271,40.4994,21.86,53.8579,61.8035,0.86,47.6954,60.297,1.13,33.4329,43.4061,3.01,55.5123,23.912,1.12,160.6684,30.6148,8.92,0.0168,0.0154,0.0001,63.2512,24.6692,1.82,0.0106,0.0086,0.0001,29.138,31.4245,0.0,20.8262,32.7883,0.09,0.0317,0.0458,0.0,0.0289,0.0384,0.0,0.0203,0.0177,0.0004,76.095,171.8497,3.9509,75.3782,170.784,4.7878,55.9606,127.6562,0.9859,55.8904,126.53,0.9762,0.0327,0.0269,0.0,0.0331,0.0267,0.0
How To Swim Breaststroke For Beginners ｜ Detailed Technique.mp4,tutorial_breaststroke,technique,breaststroke,530.2,0.726,0.092,0.385,0.914,111.5596,49.9964,0.25,111.9452,54.366,0.3,47.0985,49.0421,0.22,51.9459,51.0089,0.22,76.7702,51.503,0.97,22.2907,24.6869,0.0,153.4379,43.4555,0.63,0.0274,0.0328,0.0,26.7312,29.5213,0.0,0.0181,0.0216,0.0,28.7469,35.0695,0.0,17.5775,26.3113,0.01,0.2076,0.1624,0.0,0.1252,0.1103,0.0001,0.1205,0.0732,0.0008,9.0068,20.6098,1.0002,8.7375,21.2588,-0.1017,9.5428,19.282,0.1031,9.507,19.5031,0.1582,0.0729,0.1159,0.0,0.0758,0.1226,0.0
How To Swim Breaststroke Properly!.mp4,tutorial_breaststroke,technique,breaststroke,222.6,0.593,0.1096,0.315,0.743,135.5135,47.0243,1.59,133.5083,43.9827,1.61,95.5953,60.4616,0.44,96.4529,62.2696,0.44,37.6726,47.1805,1.49,53.4113,23.277,0.05,141.7142,39.4601,1.99,0.034,0.035,0.0001,58.1608,26.6398,0.33,0.0222,0.021,0.0,30.1548,32.6009,0.02,25.7852,30.987,0.0,0.0712,0.0596,0.0,0.0503,0.0567,0.0,0.0438,0.0369,0.0008,16.1788,21.8481,0.3277,16.8687,21.998,1.0147,28.9905,47.9156,0.7633,28.7428,47.7404,1.1015,0.0499,0.0472,0.0,0.0499,0.0485,0.0
How To Swim Breaststroke ｜ Technique For Breaststroke Swimming.mp4,tutorial_breaststroke,technique,breaststroke,234.0,0.5,0.1396,0.366,0.563,127.0556,47.5929,3.01,122.6734,51.3423,1.89,43.9867,50.1863,0.94,42.2069,49.3195,0.73,81.6031,46.7598,1.97,23.2324,26.091,0.02,148.7527,44.2364,2.88,0.0224,0.0247,0.0,29.2982,30.6103,0.0,0.018,0.0159,0.0,27.5789,31.2713,0.02,17.1495,23.5061,0.03,0.102,0.1003,0.0001,0.0788,0.066,0.0001,0.0979,0.0687,0.0008,15.4947,31.5294,0.4973,15.2208,31.7909,1.3091,18.3443,45.1685,1.3267,18.3407,44.902,1.3319,0.0606,0.0759,0.0,0.0588,0.0751,0.0
If You Swim With A 2-Beat Kick (Or Trying To)... Do This.mp4,tutorial_breaststroke,technique,breaststroke,132.17,1.105,0.1539,0.513,0.974,136.7916,41.4183,2.55,149.4592,31.2669,2.79,93.1898,60.378,0.63,129.3056,37.9916,2.13,55.1787,57.094,1.44,48.4855,19.4771,3.01,152.9352,19.3715,1.04,0.0555,0.039,0.0001,66.6682,17.7689,0.4,0.0356,0.0252,0.0002,32.1702,35.0553,0.03,52.749,51.4506,0.03,0.1011,0.0672,0.0,0.0961,0.1014,0.0,0.0599,0.0399,0.0008,19.7067,38.2615,2.3615,18.6494,37.0939,1.8403,19.7367,40.8989,0.7777,20.1076,41.0694,3.0481,0.022,0.0156,0.0,0.0246,0.0162,0.0
Learn to Swim Breaststroke for Beginner in 5 minutes 🏊🌊🌞.mp4,tutorial_breaststroke,technique,breaststroke,447.28,1.064,0.1502,0.445,0.876,112.9215,57.6354,0.42,123.6539,48.9862,0.71,36.2496,31.1821,0.48,29.4537,33.9478,0.15,91.285,42.3914,1.22,16.4619,17.7316,0.01,159.2226,32.0227,0.44,0.0471,0.0522,0.0,22.6523,21.9665,0.02,0.0309,0.0311,0.0,47.0809,41.8019,0.01,19.6648,20.8172,0.05,0.2492,0.2098,0.0001,0.2097,0.1746,0.0,0.1534,0.0811,0.001,6.7383,21.4447,-0.162,5.8089,22.2253,-0.931,7.0841,20.0695,0.3168,7.7114,20.2505,0.2048,0.0772,0.0927,0.0,0.08,0.0999,0.0
Swimming： Basic Technique ｜ Breaststroke.mp4,tutorial_breaststroke,technique,breaststroke,155.2,0.722,0.1469,0.376,0.711,130.4564,48.5796,1.7,124.6228,47.617,0.95,77.7505,54.1757,0.97,80.8901,54.5573,0.42,45.9407,46.3904,1.38,41.4856,23.9707,0.18,128.9654,47.4735,0.75,0.0453,0.0491,0.0002,49.4446,25.8104,0.37,0.0265,0.0266,0.0,32.6516,35.1589,0.05,28.065,30.1751,0.03,0.1127,0.0952,0.0003,0.0869,0.0962,0.0001,0.0643,0.0538,0.0026,17.5442,23.9335,0.1983,18.167,24.3639,0.4342,12.6772,17.7888,0.3136,12.6126,17.6191,0.2319,0.0635,0.0504,0.0,0.0605,0.0501,0.0
The Bottleneck To Good Technique.mp4,tutorial_breaststroke,technique,breaststroke,210.33,0.547,0.1685,0.529,0.427,115.2253,50.4117,2.72,105.9196,48.8159,2.28,84.0382,60.5672,0.71,73.7125,49.5919,0.53,80.3645,47.7757,2.49,17.5603,21.4604,0.04,132.5791,59.7189,0.52,0.0389,0.0378,0.0001,37.3631,26.7,0.16,0.0194,0.019,0.0,45.6961,36.2937,0.2,40.8139,36.1764,0.03,0.2143,0.1081,0.0001,0.0627,0.0516,0.0,0.0663,0.0416,0.0013,14.3817,26.7201,1.9992,14.6984,27.2121,2.4131,16.1071,31.2428,0.546,15.9717,30.7341,1.2122,0.0565,0.0479,0.0,0.0562,0.0464,0.0
평영 영법 교정 4th ( 평영 킥을 찰 때 주된 추진력을 내는 부분은 발바닥이기 때....mp4,tutorial_breaststroke,technique,breaststroke,462.33,0.29,0.0786,0.533,0.444,103.5923,52.6381,1.02,105.2197,52.7513,0.91,45.854,48.869,1.27,47.2853,44.5112,1.14,34.5059,48.8722,2.29,25.9803,16.7625,0.05,146.6751,40.7413,0.78,0.0222,0.0132,0.0,48.4901,25.3186,0.04,0.0199,0.0114,0.0,14.5785,21.1559,0.01,11.3027,16.4742,0.01,0.1602,0.0975,0.0006,0.0404,0.0215,0.0,0.0403,0.0264,0.0003,21.1244,68.3165,3.143,22.067,69.5916,3.8184,19.0946,42.147,0.2606,17.7125,41.1207,3.3169,0.0244,0.0436,0.0,0.0244,0.0413,0.0
Butterfly Drills.mp4,tutorial_butterfly,technique,butterfly,177.67,0.433,0.0929,0.37,0.507,145.2038,45.7885,6.97,137.7075,41.1362,5.46,26.9633,39.0261,0.7,28.5021,35.9943,0.98,75.9387,49.4697,2.36,29.5857,31.3416,0.16,166.8854,22.7403,26.51,0.0203,0.016,0.0001,34.8944,36.5496,0.01,0.0195,0.0129,0.0,22.1254,24.0523,0.05,10.9061,15.3289,0.0,0.1714,0.2569,0.0,0.3123,0.321,0.0,0.299,0.2697,0.0015,20.368,36.8557,0.6692,19.6493,36.9474,-0.0832,19.5416,31.5509,1.8183,19.6665,31.4728,1.8798,0.0567,0.2045,0.0,0.0574,0.2055,0.0
BUTTERFLY SWIMMING： HOW TO SWIM SMOOTHLY (STEP-BY-STEP GUIDE).mp4,tutorial_butterfly,technique,butterfly,283.6,0.155,0.1069,0.29,0.184,131.5673,42.6949,3.28,127.2041,43.0471,3.62,54.3737,52.4776,0.99,73.8076,58.6653,1.42,48.877,51.9131,2.03,45.518,27.627,0.39,143.8664,43.0204,1.43,0.0248,0.0234,0.0002,54.9492,30.7507,0.68,0.0164,0.0133,0.0001,35.7536,35.4239,0.15,38.4211,44.6871,0.02,0.0468,0.0749,0.0002,0.0358,0.0407,0.0001,0.0365,0.0263,0.0016,28.1853,35.1004,1.5715,28.1519,34.0436,1.7233,33.3955,46.2005,-1.3422,32.9744,46.2416,-0.6286,0.066,0.0684,0.0,0.0651,0.0666,0.0
Dolphin Kicking 101： How To Master It!.mp4,tutorial_butterfly,technique,butterfly,485.49,0.663,0.1366,0.296,0.754,143.044,38.8474,1.44,133.6395,47.3903,0.98,88.9788,68.4276,0.64,91.2329,67.4762,0.19,55.1917,53.2713,1.55,32.4727,24.1847,0.01,148.4576,40.097,0.81,0.0359,0.0382,0.0,46.817,31.9789,0.07,0.025,0.0249,0.0,34.0277,37.2457,0.02,24.4287,34.7589,0.02,0.0936,0.0938,0.0001,0.0692,0.0683,0.0001,0.0659,0.0469,0.0004,16.6966,42.0244,0.3737,16.1946,42.9344,-0.1058,18.4954,43.1379,0.0067,18.5157,42.1454,-0.0467,0.0657,0.0859,0.0,0.0641,0.088,0.0
Easy swimming Butterfly by @MARIAKRIVILEVA ｜ Техника плавания легкого и плавного баттерфляя.mp4,tutorial_butterfly,technique,butterfly,75.83,0.475,0.0926,0.374,0.711,122.4197,48.2598,2.49,128.4078,45.1284,4.3,92.1216,59.2649,1.28,92.52,56.6923,1.22,85.4687,60.8233,2.81,57.9521,25.9286,0.59,139.1949,43.6671,0.83,0.047,0.033,0.0001,72.1213,22.1404,0.22,0.0268,0.0163,0.0002,32.1408,32.1246,0.05,27.4511,33.0375,0.07,0.0412,0.0386,0.0003,0.0258,0.0342,0.0,0.05,0.0315,0.0013,24.4058,49.8482,0.2113,24.4578,50.0703,0.227,24.1291,43.8476,2.3114,24.732,44.5802,2.5754,0.0237,0.0298,0.0,0.0247,0.0319,0.0
High Shoulder...Not High Elbow？ ｜ Freestyle Catch.mp4,tutorial_butterfly,technique,butterfly,271.0,0.878,0.1258,0.451,0.943,125.6345,58.7418,0.41,131.367,52.5776,1.23,39.4476,43.6287,0.24,45.2735,44.3831,1.28,96.5002,43.5009,1.17,17.5824,24.3377,0.01,161.6247,30.4475,0.73,0.0451,0.0445,0.0001,23.2592,28.2353,0.03,0.0196,0.0215,0.0,37.5069,45.746,0.01,19.3357,31.67,0.0,0.183,0.2033,0.0002,0.3229,0.2239,0.0,0.2157,0.1268,0.0021,5.5931,13.934,0.9441,4.5739,13.5604,-0.2357,7.8023,14.3331,0.8316,7.7796,15.02,-0.1569,0.0605,0.1393,0.0,0.0643,0.1395,0.0
How To Breathe In Butterfly.mp4,tutorial_butterfly,technique,butterfly,110.2,0.563,0.1573,0.276,0.425,139.9285,37.61,4.49,136.6425,40.1452,2.33,77.1374,61.5907,1.25,73.1844,62.2623,0.87,49.7611,44.9834,2.26,37.7585,26.3524,0.24,129.1232,57.1514,1.31,0.031,0.0267,0.0,47.7479,31.516,0.01,0.016,0.0133,0.0001,21.7661,21.8814,0.21,16.6174,20.3966,0.07,0.0932,0.0931,0.0008,0.0615,0.077,0.0,0.0564,0.0349,0.0003,26.385,108.2763,1.8993,25.8538,108.0964,1.4152,25.9132,95.0699,1.9798,25.8954,93.7951,2.6524,0.0769,0.0626,0.0,0.0726,0.0598,0.0
How to Dolphin Kick ｜ Butterfly Kick Tutorial.mp4,tutorial_butterfly,technique,butterfly,379.88,0.806,0.1349,0.398,0.768,108.2657,52.501,0.23,94.3874,59.9251,0.24,51.1619,53.7227,0.65,50.1263,53.5736,0.68,90.4602,51.1231,1.06,33.0968,30.6722,0.0,156.7543,33.9264,0.72,0.0466,0.0451,0.0,41.6181,36.7724,0.0,0.0267,0.0248,0.0,39.279,43.3573,0.04,16.9056,24.7643,0.01,0.1612,0.2093,0.0001,0.1262,0.1305,0.0,0.1472,0.0973,0.0019,9.4827,19.0422,0.3084,9.1661,19.4724,0.6443,8.6185,14.3952,-1.0416,8.3003,14.4876,-0.3312,0.0733,0.1375,0.0,0.0745,0.1427,0.0
"How to improve your Butterfly ｜ Tips, Drills & Technique with Olympic Champion Stephanie Rice..mp4",tutorial_butterfly,technique,butterfly,142.64,0.589,0.1688,0.322,0.546,128.1187,45.404,5.31,129.415,46.3788,1.91,84.5881,62.7886,0.7,78.0275,57.9918,1.05,55.2721,53.0658,1.33,39.3909,23.395,0.36,126.758,56.0877,0.46,0.0577,0.0599,0.0,59.7775,26.0633,0.14,0.0356,0.0373,0.0001,37.1125,35.5996,0.08,30.2579,34.4461,0.16,0.1154,0.1132,0.0001,0.0625,0.0634,0.0001,0.0711,0.062,0.0012,18.1372,29.7721,0.6121,18.4914,29.9067,1.0569,20.0348,32.6074,1.6732,20.0799,33.0565,1.0142,0.0634,0.0442,0.0,0.0653,0.0459,0.0
